id,Datetime,tweet,clean,Tweet_len,hashtags,n_htags,word_count,ev_emoji,stopwords,stem,emotion,polarity
1258843854331170816,2020-05-08 19:38:57,"@HowMuchLionss @Beany_1 Sure, but that doesn't means anything goes. I mean, 5G has fuck all to do with covid and we probably went to the moon. Vaccines are good. But 9/11 was an inside job. 
Those who think ""conspiracy theorist"" is synonymous with ""nutjob"" are the easiest people to fool.", howmuchlionss  beany 1 sure but that doesn't means anything goes i mean 5g has fuck all to do with covid and we probably went to the moon vaccines are good but 9 11 was an inside job those who think  conspiracy theorist  is synonymous with  nutjob  are the easiest people to fool,288,set(),0,50,0,howmuchlionss beany 1 sure n't means anything goes mean 5g fuck covid probably went moon vaccines good 9 11 inside job think conspiracy theorist synonymous nutjob easiest people fool,howmuchlionss beani 1 sure mean anyth goe mean 5g ha fuck covid probabl went moon vaccin good 9 11 wa insid job think conspiraci theorist synonym nutjob easiest peopl fool,0.12187499999999998,1
1258845327811121153,2020-05-08 19:44:49,RT @digital_trans4m: Bell Canada puts 5G launch on hold due to COVID-19: CEO - RCR Wireless News #5G  CC:@evankirstel https://t.co/w56khbdS…,rt  digital trans4m  bell canada puts 5g launch on hold due to covid 19  ceo rcr wireless news  5g cc  evankirstel,140,{'5G'},1,20,0,rt digital trans4m bell canada puts 5g launch hold due covid 19 ceo rcr wireless news 5g cc evankirstel,rt digit tran 4m bell canada put 5g launch hold due covid 19 ceo rcr wireless news 5g cc evankirstel,-0.0625,-1
1258845531620720640,2020-05-08 19:45:37,"Transceiver Architectures for Beyond-5G: Challenges and R&amp;D Opportunities, co-organized with SSC-S
By Dr. Payam Heydari, University of California, Irvine
Thursday May 14, 2020, 12:00 PM - 1 PM
This event is free, but registration in advance is required https://t.co/Zj6Yw6qk6x",transceiver architectures for beyond 5g  challenges and r d opportunities co organized with ssc s by dr payam heydari university of california irvine thursday may 14 2020 12 00 pm 1 pm this event is free but registration in advance is required,280,set(),0,39,0,transceiver architectures beyond 5g challenges r opportunities co organized ssc dr payam heydari university california irvine thursday may 14 2020 12 00 pm 1 pm event free registration advance required,transceiv architectur beyond 5g challeng r opportun co organ ssc dr payam heydari univers california irvin thursday may 14 2020 12 00 pm 1 pm thi event free registr advanc requir,0.4,1
1258847007571148807,2020-05-08 19:51:29,"@WillBlackWriter It's the conspiracy theorists (5G, Covid-19, Bill Gates, anti-vaxxers) which are killing my brain cells (alcohol intake makes it all more bearable). 
I am frightened of the day when the dead brain cells stop the rest of my brain from functioning.
Large glass of wine beckons.", willblackwriter it's the conspiracy theorists  5g covid 19 bill gates anti vaxxers  which are killing my brain cells  alcohol intake makes it all more bearable  i am frightened of the day when the dead brain cells stop the rest of my brain from functioning large glass of wine beckons,292,set(),0,47,0,willblackwriter 's conspiracy theorists 5g covid 19 bill gates anti vaxxers killing brain cells alcohol intake makes bearable frightened day dead brain cells stop rest brain functioning large glass wine beckons,willblackwrit it' conspiraci theorist 5g covid 19 bill gate anti vaxxer kill brain cell alcohol intak make bearabl frighten day dead brain cell stop rest brain function larg glass wine beckon,0.1714285714285714,1
1258847525051793409,2020-05-08 19:53:32,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258848410620375042,2020-05-08 19:57:04,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258849015598284800,2020-05-08 19:59:28,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258849258817687554,2020-05-08 20:00:26,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258849839804284930,2020-05-08 20:02:44,RT @KazzyStevens: Everyone - you have to watch this video - the truth about Covid-19 and 5G etc please check it out - Thanks to Robert for…,rt  kazzystevens  everyone you have to watch this video the truth about covid 19 and 5g etc please check it out thanks to robert for ,139,set(),0,27,0,rt kazzystevens everyone watch video truth covid 19 5g etc please check thanks robert,rt kazzysteven everyon watch thi video truth covid 19 5g etc pleas check thank robert,0.2,1
1258850157258563584,2020-05-08 20:04:00,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258851403709235200,2020-05-08 20:08:57,"For anyone who likes a good conspiracy theory, here's a couple of interesting articles................
https://t.co/YnSSXgAmDP

https://t.co/Ro3szItkuG",for anyone who likes a good conspiracy theory here's a couple of interesting articles,151,set(),0,16,0,anyone likes good conspiracy theory 's couple interesting articles,anyon like good conspiraci theori here' coupl interest articl,0.6,1
1258852163523973120,2020-05-08 20:11:58,"Mexico wins the covid conspiracy theories

We believe people who are taken to government hospitals are killed to have their knee liquid extracted so that it can be sold for high prices to grease up 5G antennas and that the government pays doctors to cover it up 🤦🏻‍♀️
#covid_19mexico",mexico wins the covid conspiracy theories we believe people who are taken to government hospitals are killed to have their knee liquid extracted so that it can be sold for high prices to grease up 5g antennas and that the government pays doctors to cover it up        covid 19mexico,283,{'covid_19mexico'},1,49,-1,mexico wins covid conspiracy theories believe people taken government hospitals killed knee liquid extracted sold high prices grease 5g antennas government pays doctors cover covid 19mexico,mexico win covid conspiraci theori believ peopl taken govern hospit kill knee liquid extract sold high price greas 5g antenna govern pay doctor cover covid 19mexico,0.08666666666666667,1
1258852877256331265,2020-05-08 20:14:48,"The number of people that still think Bill Gates or 5G are behind COVID-19 horrifies me... Also number of anti-vax ppl stating they will refuse COVID vax - especially if it's sold by Bill Gates (sic!) - ... well, we are doomed...",the number of people that still think bill gates or 5g are behind covid 19 horrifies me also number of anti vax ppl stating they will refuse covid vax especially if it's sold by bill gates  sic   well we are doomed,229,set(),0,42,0,number people still think bill gates 5g behind covid 19 horrifies number anti vax ppl stating refuse covid vax especially 's sold bill gates sic well doomed,number peopl still think bill gate 5g behind covid 19 horrifi also number anti vax ppl state refus covid vax especi it' sold bill gate sic well doom,-0.2,-1
1258852909971726336,2020-05-08 20:14:56,"These conspiracy theories are getting ridiculous.

#ConspiracyTheories #conspiracy #CoronaHoax #5Gvirus

https://t.co/pg4bu9qYNJ",these conspiracy theories are getting ridiculous  conspiracytheories  conspiracy  coronahoax  5gvirus,128,"{'ConspiracyTheories', '5Gvirus', 'conspiracy', 'CoronaHoax'}",4,11,0,conspiracy theories getting ridiculous conspiracytheories conspiracy coronahoax 5gvirus,conspiraci theori get ridicul conspiracytheori conspiraci coronahoax 5gviru,-0.3333333333333333,-1
1258853390748131330,2020-05-08 20:16:51,"@treynkp No he is not 😭 
He was explaining how the new 5G will cause problems for people with weak immune systems and how its existence will make it harder for those patients with the covid-19", treynkp no he is not   he was explaining how the new 5g will cause problems for people with weak immune systems and how its existence will make it harder for those patients with the covid 19,192,set(),0,36,-1,treynkp explaining new 5g cause problems people weak immune systems existence make harder patients covid 19,treynkp wa explain new 5g caus problem peopl weak immun system exist make harder patient covid 19,-0.11287878787878787,-1
1258854121999790081,2020-05-08 20:19:45,"Me: 'It drives me nuts and it's genuinely dangerous'! 

Good discussion with @billcarrolltalk about cell tower fires linked to #COVID19 #5G conspiracies https://t.co/9apbJ0Mnp0 cc @CFRAOttawa @CJAD800 @NEWSTALK1010 #infodemic",me  'it drives me nuts and it's genuinely dangerous'  good discussion with  billcarrolltalk about cell tower fires linked to  covid19  5g conspiracies cc  cfraottawa  cjad800  newstalk1010  infodemic,225,"{'5G', 'COVID19', 'infodemic'}",3,28,0,'it drives nuts 's genuinely dangerous ' good discussion billcarrolltalk cell tower fires linked covid19 5g conspiracies cc cfraottawa cjad800 newstalk1010 infodemic,' drive nut it' genuin danger ' good discuss billcarrolltalk cell tower fire link covid 19 5g conspiraci cc cfraottawa cjad 800 newstalk 1010 infodem,0.04999999999999999,1
1258854502167347206,2020-05-08 20:21:16,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258854771370479617,2020-05-08 20:22:20,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258855545173430274,2020-05-08 20:25:25,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258855710831624195,2020-05-08 20:26:04,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258855829991829510,2020-05-08 20:26:32,"@maatlamaytrace Because as it is, we already have a lot of people in the world who have compromised immune systems, because of conditions they are living with
So, That plus covid-19 plus 5G effects 
Will be a deadly combination 😭", maatlamaytrace because as it is we already have a lot of people in the world who have compromised immune systems because of conditions they are living with so that plus covid 19 plus 5g effects will be a deadly combination  ,229,set(),0,40,-1,maatlamaytrace already lot people world compromised immune systems conditions living plus covid 19 plus 5g effects deadly combination,maatlamaytrac becaus alreadi lot peopl world compromis immun system becaus condit live plu covid 19 plu 5g effect deadli combin,-0.2,-1
1258856377767821312,2020-05-08 20:28:43,"@telepvthy @Blakwood @Official_WZRD @LemonGF @GettinEmHypa @kwak_zino @Chukuma_1manup To take down trump &amp; also push their agenda of microchipping us with nano vaccine..then controlled by 5G..so we comply..i.e turn on pain receptors, give us migraine if we disobey

Trump selling point is voted on by strong economy..Covid destroys economy = trump blame. See it now?", telepvthy  blakwood  official wzrd  lemongf  gettinemhypa  kwak zino  chukuma 1manup to take down trump   also push their agenda of microchipping us with nano vaccinethen controlled by 5gso we complyie turn on pain receptors give us migraine if we disobey trump selling point is voted on by strong economycovid destroys economy   trump blame see it now ,370,set(),0,54,0,telepvthy blakwood official wzrd lemongf gettinemhypa kwak zino chukuma 1manup trump push agenda microchipping us nano vaccinethen controlled 5gso complyie turn pain receptors give us migraine disobey trump selling point voted strong economycovid destroys economy trump blame see,telepvthi blakwood offici wzrd lemongf gettinemhypa kwak zino chukuma 1manup take trump also push agenda microchip us nano vaccinethen control 5gso complyi turn pain receptor give us migrain disobey trump sell point vote strong economycovid destroy economi trump blame see,0.13888888888888884,1
1258856789170323461,2020-05-08 20:30:21,"In Asia/Pacific, more than half of the population lives in cities, expected to reach 60% by 2030 says .@IDC https://t.co/xMtJpN2guf  #construction #IoT #AI #5G #cloud #infrastructure #COVID-19 #digitaltransformation #cybersecurity https://t.co/ATfnZhXt1O",in asia pacific more than half of the population lives in cities expected to reach 60  by 2030 says  idc  construction  iot  ai  5g  cloud  infrastructure  covid 19  digitaltransformation  cybersecurity,254,"{'cloud', 'IoT', 'cybersecurity', 'construction', 'COVID-19', 'infrastructure', '5G', 'AI', 'digitaltransformation'}",9,30,0,asia pacific half population lives cities expected reach 60 2030 says idc construction iot 5g cloud infrastructure covid 19 digitaltransformation cybersecurity,asia pacif half popul live citi expect reach 60 2030 say idc construct iot ai 5g cloud infrastructur covid 19 digitaltransform cybersecur,0.07777777777777779,1
1258857967547322369,2020-05-08 20:35:02,"RT @JudOrdaz: Mexico wins the covid conspiracy theories

We believe people who are taken to government hospitals are killed to have their k…",rt  judordaz  mexico wins the covid conspiracy theories we believe people who are taken to government hospitals are killed to have their k ,140,set(),0,23,0,rt judordaz mexico wins covid conspiracy theories believe people taken government hospitals killed,rt judordaz mexico win covid conspiraci theori believ peopl taken govern hospit kill k,0.04999999999999999,1
1258858132417269778,2020-05-08 20:35:41,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258859335100370944,2020-05-08 20:40:28,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258859936966156288,2020-05-08 20:42:52,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258860078737866754,2020-05-08 20:43:25,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258860108077039617,2020-05-08 20:43:32,"COVID-19 and the 5G Conspiracy Theory: Social Network Analysis of Twitter Data
https://t.co/R4PTd7YE0R

#PhDChat #SocialMedia #Health #COVID19 #Coronavirus 
@jmirpub https://t.co/msYplknfNP",covid 19 and the 5g conspiracy theory  social network analysis of twitter data  phdchat  socialmedia  health  covid19  coronavirus  jmirpub,189,"{'SocialMedia', 'Health', 'COVID19', 'PhDChat', 'Coronavirus'}",5,20,0,covid 19 5g conspiracy theory social network analysis twitter data phdchat socialmedia health covid19 coronavirus jmirpub,covid 19 5g conspiraci theori social network analysi twitter data phdchat socialmedia health covid 19 coronaviru jmirpub,0.03333333333333333,1
1258860474956996608,2020-05-08 20:45:00,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258862129731579907,2020-05-08 20:51:34,"RT @ConstructechMag: In Asia/Pacific, more than half of the population lives in cities, expected to reach 60% by 2030 says .@IDC https://t.…",rt  constructechmag  in asia pacific more than half of the population lives in cities expected to reach 60  by 2030 says  idc,140,set(),0,22,0,rt constructechmag asia pacific half population lives cities expected reach 60 2030 says idc,rt constructechmag asia pacif half popul live citi expect reach 60 2030 say idc,0.07777777777777779,1
1258862223784460289,2020-05-08 20:51:57,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258862298053124103,2020-05-08 20:52:15,"RT @was3210: COVID-19 and the 5G Conspiracy Theory: Social Network Analysis of Twitter Data
https://t.co/eRrxCFLQci

#PhDChat #SocialMedia…",rt  was3210  covid 19 and the 5g conspiracy theory  social network analysis of twitter data  phdchat  socialmedia ,139,"{'PhDChat', 'SocialMedia…'}",2,17,0,rt was3210 covid 19 5g conspiracy theory social network analysis twitter data phdchat socialmedia,rt wa 3210 covid 19 5g conspiraci theori social network analysi twitter data phdchat socialmedia,0.03333333333333333,1
1258862309805641729,2020-05-08 20:52:17,"RT @was3210: COVID-19 and the 5G Conspiracy Theory: Social Network Analysis of Twitter Data
https://t.co/eRrxCFLQci 

#PhDChat #SocialMedia…",rt  was3210  covid 19 and the 5g conspiracy theory  social network analysis of twitter data  phdchat  socialmedia ,140,"{'PhDChat', 'SocialMedia…'}",2,17,0,rt was3210 covid 19 5g conspiracy theory social network analysis twitter data phdchat socialmedia,rt wa 3210 covid 19 5g conspiraci theori social network analysi twitter data phdchat socialmedia,0.03333333333333333,1
1258862354776952832,2020-05-08 20:52:28,"RT @was3210: 'COVID-19 and the 5G Conspiracy Theory: Social Network Analysis of Twitter Data'

https://t.co/eRrxCFLQci

***Open Access***…",rt  was3210  'covid 19 and the 5g conspiracy theory  social network analysis of twitter data'    open access    ,138,set(),0,17,0,rt was3210 'covid 19 5g conspiracy theory social network analysis twitter data ' open access,rt wa 3210 ' covid 19 5g conspiraci theori social network analysi twitter data ' open access,0.016666666666666666,1
1258862366978125824,2020-05-08 20:52:31,"RT @was3210: 'COVID-19 and the 5G Conspiracy Theory: Social Network Analysis of Twitter Data'

https://t.co/eRrxCFLQci

#PhDChat #SocialMed…",rt  was3210  'covid 19 and the 5g conspiracy theory  social network analysis of twitter data'  phdchat  socialmed ,140,"{'PhDChat', 'SocialMed…'}",2,17,0,rt was3210 'covid 19 5g conspiracy theory social network analysis twitter data ' phdchat socialmed,rt wa 3210 ' covid 19 5g conspiraci theori social network analysi twitter data ' phdchat socialm,0.03333333333333333,1
1258862424507265030,2020-05-08 20:52:45,"RT @was3210: Our published paper is now live on the Journal of Medical Internet Research (@jmirpub ) ! 

'COVID-19 and the 5G Conspiracy Th…",rt  was3210  our published paper is now live on the journal of medical internet research   jmirpub     'covid 19 and the 5g conspiracy th ,140,set(),0,24,0,rt was3210 published paper live journal medical internet research jmirpub 'covid 19 5g conspiracy th,rt wa 3210 publish paper live journal medic internet research jmirpub ' covid 19 5g conspiraci th,0.06818181818181818,1
1258862428881915907,2020-05-08 20:52:46,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258862440059633665,2020-05-08 20:52:48,"RT @was3210: Our published paper is now live on the Journal of Medical Internet Research (@jmirpub ) ! 

'COVID-19 and the 5G Conspiracy Th…",rt  was3210  our published paper is now live on the journal of medical internet research   jmirpub     'covid 19 and the 5g conspiracy th ,140,set(),0,24,0,rt was3210 published paper live journal medical internet research jmirpub 'covid 19 5g conspiracy th,rt wa 3210 publish paper live journal medic internet research jmirpub ' covid 19 5g conspiraci th,0.06818181818181818,1
1258862627956109313,2020-05-08 20:53:33,RT @matthaig1: Hi conspiracy theorists! A few q’s. If 5G is related to Coronavirus how come Italy and Iran have covid but no 5G? Also why w…,rt  matthaig1  hi conspiracy theorists  a few q s if 5g is related to coronavirus how come italy and iran have covid but no 5g  also why w ,140,set(),0,27,0,rt matthaig1 hi conspiracy theorists q 5g related coronavirus italy iran covid 5g w,rt matthaig 1 hi conspiraci theorist q 5g relat coronaviru come itali iran covid 5g also whi w,-0.1,-1
1258863729611091969,2020-05-08 20:57:56,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258864159351025664,2020-05-08 20:59:38,@Danny_McMoomins Covid through the sweet 5G, danny mcmoomins covid through the sweet 5g,43,set(),0,6,0,danny mcmoomins covid sweet 5g,danni mcmoomin covid sweet 5g,0.35,1
1258864333536276481,2020-05-08 21:00:20,"5G Rollout Delayed Across Europe Due To COVID-19 Pandemic.  Reasons:
1. Supply chain disruption for #5G base stations
2. Supply chain disruption for #5G devices
3. #5G service is of limited utility right now- phones are expensive
https://t.co/pI8OPe59Ar https://t.co/N5gEHX0nYw",5g rollout delayed across europe due to covid 19 pandemic reasons  1 supply chain disruption for  5g base stations 2 supply chain disruption for  5g devices 3  5g service is of limited utility right now phones are expensive,277,{'5G'},1,39,0,5g rollout delayed across europe due covid 19 pandemic reasons 1 supply chain disruption 5g base stations 2 supply chain disruption 5g devices 3 5g service limited utility right phones expensive,5g rollout delay across europ due covid 19 pandem reason 1 suppli chain disrupt 5g base station 2 suppli chain disrupt 5g devic 3 5g servic limit util right phone expens,-0.24214285714285716,-1
1258864446631489538,2020-05-08 21:00:47,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
1258864564864798720,2020-05-08 21:01:15,"RT @skitvomfeinsten: +++++++ GOD AlWAYS WIN +++++++

Birds disconnecting Cables from a 5G Tower 

#QAnon #WWG1WGA #WORLDWIDE #5G #Tower #JE…",rt  skitvomfeinsten          god always win         birds disconnecting cables from a 5g tower  qanon  wwg1wga  worldwide  5g  tower  je ,140,"{'JE…', '5G', 'WWG1WGA', 'Tower', 'WORLDWIDE', 'QAnon'}",6,20,0,rt skitvomfeinsten god always win birds disconnecting cables 5g tower qanon wwg1wga worldwide 5g tower,rt skitvomfeinsten god alway win bird disconnect cabl 5g tower qanon wwg 1wga worldwid 5g tower je,0.8,1
